,O_Create Offer,O_Created,O_Sent (online only),O_Cancelled,O_Sent (mail and online),O_Returned,O_Accepted,O_Refused
Offer_1904253370,1,1,0,0,1,1,1,0
Offer_790372012,1,1,0,1,1,1,1,1
Offer_33945762,1,1,0,1,1,1,1,1
Offer_416919953,1,1,0,1,1,1,1,1
Offer_1606643588,1,1,0,1,1,1,1,1
Offer_323793836,1,1,0,1,1,1,1,1
Offer_1244908878,1,1,0,0,1,1,1,0
Offer_1830296741,1,1,0,0,1,1,1,0
Offer_1390402392,1,1,0,0,1,1,1,0
Offer_1748606062,1,1,0,0,1,1,1,0
Offer_17889678,1,1,0,0,1,1,1,0
Offer_298226682,1,1,0,0,1,1,1,0
Offer_380407133,1,1,0,0,1,1,1,0
Offer_64526702,1,1,0,0,1,1,1,0
Offer_1127616210,1,1,0,0,1,1,1,0
Offer_946543639,1,1,0,0,1,1,1,0
Offer_1759907736,1,1,0,1,1,1,1,1
Offer_1578328350,1,1,0,1,1,1,1,1
Offer_1632303686,1,1,0,1,1,1,1,1
Offer_911418492,1,1,0,1,1,1,1,1
Offer_1895984048,1,1,0,1,1,1,1,1
Offer_1543886320,1,1,0,0,1,1,1,0
Offer_1803551810,1,1,0,0,1,1,1,0
Offer_1580361402,1,1,0,0,1,1,1,0
Offer_1018345752,1,1,0,0,1,1,1,0
Offer_1199532339,1,1,0,0,1,1,1,0
Offer_418058800,1,1,0,0,1,1,1,0
Offer_757723610,1,1,0,0,1,1,1,0
Offer_28484110,1,1,0,0,1,1,1,0
Offer_329541423,1,1,0,0,1,1,1,0
Offer_879340992,1,1,0,0,1,1,1,0
Offer_656400452,1,1,0,1,1,1,0,1
Offer_1326121230,1,1,0,1,1,1,0,1
Offer_1102909111,1,1,0,1,1,1,0,1
Offer_1766212319,1,1,0,0,1,1,1,0
Offer_2082353948,1,1,0,0,1,1,1,0
Offer_1747523692,1,1,0,0,1,1,1,0
Offer_1451121760,1,1,0,0,1,1,1,0
Offer_1831716302,1,1,0,0,1,1,1,0
Offer_2105376278,1,1,0,1,1,1,1,1
Offer_1250173333,1,1,0,1,1,1,1,1
Offer_1473899328,1,1,0,1,1,1,1,1
Offer_963727281,1,1,0,1,1,1,1,1
Offer_251899813,1,1,0,1,1,1,1,1
Offer_1325798409,1,1,0,1,1,1,1,1
Offer_613801609,1,1,0,1,1,1,1,1
Offer_1875443851,1,1,0,1,1,1,1,1
Offer_976217645,1,1,0,1,1,1,1,1
Offer_1973085418,1,1,0,1,1,1,1,1
Offer_1665475530,1,1,0,1,1,1,1,1
Offer_1941723634,1,1,0,1,1,1,1,1
Offer_1175105498,1,1,0,1,1,1,1,1
Offer_2129876960,1,1,0,1,1,1,1,1
Offer_1090130994,1,1,0,1,1,1,1,1
Offer_1532388656,1,1,0,1,1,1,1,1
Offer_603868554,1,1,0,1,1,1,1,1
Offer_111141449,1,1,0,0,1,1,1,0
Offer_1876449045,1,1,0,0,1,1,1,0
Offer_512306452,1,1,0,0,1,1,1,0
Offer_1972003840,1,1,0,0,1,1,1,0
Offer_2092075043,1,1,0,0,1,1,1,0
Offer_1017305445,1,1,0,0,1,1,1,0
Offer_1756956224,1,1,0,0,1,1,1,0
Offer_1463829479,1,1,0,0,1,1,1,0
Offer_1366648977,1,1,0,0,1,1,1,0
Offer_1555433677,1,1,0,0,1,1,1,0
Offer_919463337,1,1,0,0,1,1,1,0
Offer_1657866,1,1,0,0,1,1,1,0
Offer_1365564368,1,1,0,0,1,1,1,0
Offer_175942517,1,1,0,0,1,1,1,0
Offer_325570374,1,1,0,0,1,1,1,0
Offer_1399762997,1,1,0,0,1,1,1,0
Offer_1227809069,1,1,0,0,1,1,1,0
Offer_1587016765,1,1,0,0,1,1,1,0
Offer_1001553250,1,1,0,0,1,1,1,0
Offer_2075889054,1,1,0,0,1,1,1,0
Offer_1768287687,1,1,0,0,1,1,1,0
Offer_828622875,1,1,0,0,1,1,1,0
Offer_1895116381,1,1,0,0,1,1,1,0
Offer_1191083316,1,1,0,0,1,1,1,0
Offer_1144544345,1,1,0,0,1,1,1,0
Offer_172694443,1,1,0,1,1,1,1,1
Offer_319954313,1,1,0,1,1,1,1,1
Offer_1402855875,1,1,0,1,1,1,1,1
Offer_396044114,1,1,0,1,1,1,1,1
Offer_686355542,1,1,0,1,1,1,1,1
Offer_1044645592,1,1,0,0,1,1,1,0
Offer_1318601990,1,1,0,0,1,1,1,0
Offer_1634608054,1,1,0,0,1,1,1,0
Offer_828267657,1,1,0,0,1,1,1,0
Offer_251579404,1,1,0,0,1,1,1,0
Offer_1227127003,1,1,0,1,1,1,1,1
Offer_1542734955,1,1,0,1,1,1,1,1
Offer_1678015585,1,1,0,1,1,1,1,1
Offer_1766266066,1,1,0,1,1,1,1,1
Offer_132851575,1,1,0,0,1,1,1,0
Offer_507676824,1,1,0,0,1,1,1,0
Offer_565092765,1,1,0,0,1,1,1,0
Offer_314018751,1,1,0,0,1,1,1,0
Offer_1163436814,1,1,0,0,1,1,1,0
Offer_383887247,1,1,0,1,1,1,1,1
Offer_1592669090,1,1,0,1,1,1,1,1
Offer_1386315394,1,1,0,1,1,1,1,1
Offer_1700384747,1,1,0,1,1,1,1,1
Offer_921108299,1,1,0,1,1,1,1,1
Offer_1995193824,1,1,0,1,1,1,1,1
Offer_1385090521,1,1,0,1,1,1,1,1
Offer_1835793503,1,1,0,1,1,1,1,1
Offer_1814570450,1,1,0,1,1,1,1,1
Offer_1271051834,1,1,0,0,1,1,1,0
Offer_1208177361,1,1,0,0,1,1,1,0
Offer_1006274995,1,1,0,0,1,1,1,0
Offer_388459078,1,1,0,0,1,1,1,0
Offer_357498368,1,1,0,0,1,1,1,0
Offer_690307320,1,1,0,1,1,1,1,1
Offer_393850066,1,1,0,1,1,1,1,1
Offer_40015607,1,1,0,1,1,1,1,1
Offer_1041402161,1,1,0,1,1,1,1,1
Offer_573720538,1,1,0,1,1,1,1,1
Offer_1833217291,1,1,0,0,1,1,1,0
Offer_1817181567,1,1,0,0,1,1,1,0
Offer_1268108810,1,1,0,0,1,1,1,0
Offer_1045489477,1,1,0,0,1,1,1,0
Offer_28733657,1,1,0,0,1,1,1,0
Offer_312584638,1,1,0,0,1,1,1,0
Offer_436305031,1,1,0,0,1,1,1,0
Offer_6114457,1,1,0,0,1,1,1,0
Offer_1067898607,1,1,0,0,1,1,1,0
Offer_86429688,1,1,0,0,1,1,1,0
Offer_1294805665,1,1,0,1,1,1,1,1
Offer_717818077,1,1,0,1,1,1,1,1
Offer_1658033525,1,1,0,1,1,1,1,1
Offer_2136566060,1,1,0,1,1,1,1,1
Offer_1791688558,1,1,0,1,1,1,1,1
Offer_1222884356,1,1,0,1,1,1,1,1
Offer_1989305160,1,1,0,1,1,1,1,1
Offer_2107689837,1,1,0,1,1,1,1,1
Offer_1104831392,1,1,0,1,1,1,1,1
Offer_1808281624,1,1,0,1,1,1,1,1
Offer_869933848,1,1,0,1,1,1,1,1
Offer_638333224,1,1,0,1,1,1,1,1
Offer_1793230065,1,1,0,1,1,1,1,1
Offer_138558921,1,1,0,1,1,1,1,1
Offer_1077028214,1,1,0,1,1,1,1,1
Offer_2117560916,1,1,0,1,1,1,1,1
Offer_1103003295,1,1,0,1,1,1,1,1
Offer_1401690511,1,1,0,1,1,1,1,1
Offer_1818835188,1,1,0,1,1,1,1,1
Offer_1991689684,1,1,0,1,1,1,1,1
Offer_1061948365,1,1,1,1,1,1,0,1
Offer_1773919249,1,1,1,1,1,1,0,1
Offer_371795060,1,1,1,1,1,1,0,1
Offer_1412954929,1,1,1,1,1,1,0,1
Offer_818503874,1,1,0,0,1,1,1,0
Offer_47744859,1,1,0,0,1,1,1,0
Offer_1026510998,1,1,0,0,1,1,1,0
Offer_585111329,1,1,0,0,1,1,1,0
Offer_1074208879,1,1,0,0,1,1,1,0
Offer_1447165519,1,1,0,1,1,1,1,1
Offer_1773833629,1,1,0,1,1,1,1,1
Offer_1424142342,1,1,0,1,1,1,1,1
Offer_248465381,1,1,0,1,1,1,1,1
Offer_2123504712,1,1,0,1,1,1,1,1
Offer_897102752,1,1,0,1,1,1,1,1
Offer_791271183,1,1,0,1,1,1,1,1
Offer_3499756,1,1,0,1,1,1,1,1
Offer_1070819307,1,1,0,1,1,1,1,1
Offer_1006288721,1,1,0,1,1,1,1,1
Offer_69715527,1,1,0,1,1,1,1,1
Offer_722690397,1,1,0,1,1,1,1,1
Offer_1662326073,1,1,0,0,1,1,1,0
Offer_2146771547,1,1,0,0,1,1,1,0
Offer_283666605,1,1,0,0,1,1,1,0
Offer_1591661483,1,1,0,0,1,1,1,0
Offer_932370624,1,1,0,0,1,1,1,0
Offer_68961973,1,1,0,0,1,1,1,0
Offer_1014177196,1,1,0,0,1,1,1,0
Offer_717186014,1,1,0,0,1,1,1,0
Offer_365389624,1,1,0,0,1,1,1,0
Offer_285108194,1,1,0,0,1,1,1,0
Offer_511643484,1,1,0,1,1,1,0,1
Offer_937133463,1,1,0,1,1,1,0,1
Offer_2134229854,1,1,0,1,1,1,0,1
Offer_320425669,1,1,0,0,1,1,1,0
Offer_1251153250,1,1,0,0,1,1,1,0
Offer_1811304847,1,1,0,0,1,1,1,0
Offer_1400934851,1,1,0,0,1,1,1,0
Offer_1210981349,1,1,0,0,1,1,1,0
Offer_515182439,1,1,0,1,1,1,1,1
Offer_137452745,1,1,0,1,1,1,1,1
Offer_945212843,1,1,0,1,1,1,1,1
Offer_325805089,1,1,0,1,1,1,1,1
Offer_1254697577,1,1,0,0,1,1,1,0
Offer_757266274,1,1,0,0,1,1,1,0
Offer_1953937028,1,1,0,0,1,1,1,0
Offer_2008840245,1,1,0,0,1,1,1,0
Offer_1216458521,1,1,0,0,1,1,1,0
Offer_1776811892,1,1,0,1,1,1,1,1
Offer_1435595287,1,1,0,1,1,1,1,1
Offer_1431227791,1,1,0,1,1,1,1,1
Offer_1085766675,1,1,0,1,1,1,1,1
Offer_566072077,1,1,0,1,1,1,1,1
Offer_720595948,1,1,0,1,1,1,1,1
Offer_1919388815,1,1,0,1,1,1,1,1
Offer_1434916920,1,1,0,1,1,1,1,1
Offer_1784268364,1,1,0,0,1,1,1,0
Offer_2135653060,1,1,0,0,1,1,1,0
Offer_1084610220,1,1,0,0,1,1,1,0
Offer_1425920939,1,1,0,0,1,1,1,0
Offer_1209188807,1,1,0,0,1,1,1,0
Offer_1584708146,1,1,0,1,1,1,1,1
Offer_932073703,1,1,0,1,1,1,1,1
Offer_1389045393,1,1,0,1,1,1,1,1
Offer_70705553,1,1,0,1,1,1,1,1
Offer_709123763,1,1,0,1,1,1,1,1
Offer_365230537,1,1,0,0,1,1,1,0
Offer_293610461,1,1,0,0,1,1,1,0
Offer_367688238,1,1,0,0,1,1,1,0
Offer_43267510,1,1,0,0,1,1,1,0
Offer_729757876,1,1,0,0,1,1,1,0
Offer_540506471,1,1,0,1,1,1,1,1
Offer_1380601588,1,1,0,1,1,1,1,1
Offer_1595338192,1,1,0,1,1,1,1,1
Offer_2013200330,1,1,0,1,1,1,1,1
Offer_2066915961,1,1,1,1,1,1,0,1
Offer_1884887795,1,1,1,1,1,1,0,1
Offer_1560577761,1,1,1,1,1,1,0,1
Offer_1778123656,1,1,1,1,1,1,0,1
Offer_2102897080,1,1,0,0,1,1,1,0
Offer_1145840800,1,1,0,0,1,1,1,0
Offer_1335403994,1,1,0,0,1,1,1,0
Offer_533510684,1,1,0,0,1,1,1,0
Offer_857041087,1,1,0,0,1,1,1,0
Offer_1881003260,1,1,0,0,1,1,1,0
Offer_1434413385,1,1,0,0,1,1,1,0
Offer_2106307166,1,1,0,0,1,1,1,0
Offer_1149494336,1,1,0,0,1,1,1,0
Offer_1339033645,1,1,0,0,1,1,1,0
Offer_1595985595,1,1,0,1,1,1,1,1
Offer_1785380490,1,1,0,1,1,1,1,1
Offer_1108897743,1,1,0,1,1,1,1,1
Offer_1837638448,1,1,0,1,1,1,1,1
Offer_496190884,1,1,0,1,1,1,1,1
Offer_1206219125,1,1,0,1,1,1,1,1
Offer_134587688,1,1,0,1,1,1,1,1
Offer_81269461,1,1,0,1,1,1,1,1
Offer_228766549,1,1,0,1,1,1,1,1
Offer_578270800,1,1,0,1,1,1,0,1
Offer_1112680476,1,1,0,1,1,1,0,1
Offer_1240103270,1,1,0,1,1,1,0,1
Offer_1558306784,1,1,0,1,1,1,1,1
Offer_137196921,1,1,0,1,1,1,1,1
Offer_77763566,1,1,0,1,1,1,1,1
Offer_853526961,1,1,0,1,1,1,1,1
Offer_34657039,1,1,0,1,1,1,1,1
Offer_728804306,1,1,0,1,1,1,1,1
Offer_535822658,1,1,0,1,1,1,1,1
Offer_354790845,1,1,0,1,1,1,1,1
Offer_2012142708,1,1,0,0,1,1,1,0
Offer_2059427740,1,1,0,0,1,1,1,0
Offer_347308376,1,1,0,0,1,1,1,0
Offer_2053588356,1,1,0,0,1,1,1,0
Offer_726435552,1,1,0,0,1,1,1,0
Offer_410539523,1,1,0,1,1,1,1,1
Offer_545899568,1,1,0,1,1,1,1,1
Offer_728228844,1,1,0,1,1,1,1,1
Offer_168096785,1,1,0,1,1,1,1,1
Offer_349296651,1,1,0,1,1,1,1,1
Offer_930093538,1,1,0,0,1,1,1,0
Offer_1783597594,1,1,0,0,1,1,1,0
Offer_231172329,1,1,0,0,1,1,1,0
Offer_1167341159,1,1,0,0,1,1,1,0
Offer_1483261235,1,1,0,0,1,1,1,0
Offer_1619580585,1,1,1,1,1,1,0,1
Offer_1438485044,1,1,1,1,1,1,0,1
Offer_502687270,1,1,1,1,1,1,0,1
Offer_799095607,1,1,1,1,1,1,0,1
Offer_140144549,1,1,0,0,1,1,1,0
Offer_860570695,1,1,0,0,1,1,1,0
Offer_1163540296,1,1,0,0,1,1,1,0
Offer_1479540930,1,1,0,0,1,1,1,0
Offer_1610009526,1,1,0,0,1,1,1,0
Offer_1925891925,1,1,0,1,1,1,1,1
Offer_1124786836,1,1,0,1,1,1,1,1
Offer_1979979349,1,1,0,1,1,1,1,1
Offer_1645151023,1,1,0,1,1,1,1,1
Offer_1348006651,1,1,0,1,1,1,1,1
Offer_1738358341,1,1,0,1,1,1,1,1
Offer_2096484003,1,1,0,1,1,1,1,1
Offer_213117303,1,1,0,1,1,1,1,1
Offer_436487554,1,1,0,0,1,1,1,0
Offer_1647497190,1,1,0,0,1,1,1,0
Offer_1160258627,1,1,0,0,1,1,1,0
Offer_2057644081,1,1,0,0,1,1,1,0
Offer_714175378,1,1,0,0,1,1,1,0
Offer_1611425704,1,1,0,0,1,1,1,0
Offer_536719300,1,1,0,0,1,1,1,0
Offer_220878619,1,1,0,0,1,1,1,0
Offer_179370043,1,1,0,0,1,1,1,0
Offer_360253546,1,1,0,0,1,1,1,0
Offer_203388613,1,1,0,0,1,1,1,0
Offer_518849677,1,1,0,0,1,1,1,0
Offer_428793595,1,1,0,0,1,1,1,0
Offer_247682801,1,1,0,0,1,1,1,0
Offer_1330217313,1,1,0,0,1,1,1,0
Offer_1013912471,1,1,0,0,1,1,1,0
Offer_1692430106,1,1,0,0,1,1,1,0
Offer_1376501530,1,1,0,0,1,1,1,0
Offer_573947941,1,1,0,0,1,1,1,0
Offer_797428236,1,1,0,0,1,1,1,0
Offer_142183159,1,1,0,0,1,1,1,0
Offer_81135599,1,1,0,0,1,1,1,0
Offer_858561538,1,1,0,0,1,1,1,0
Offer_500109795,1,1,0,0,1,1,1,0
Offer_1151818767,1,1,0,0,1,1,1,0
Offer_1329427866,1,1,0,1,1,1,1,1
Offer_331155146,1,1,0,1,1,1,1,1
Offer_1691686501,1,1,0,1,1,1,1,1
Offer_828076876,1,1,0,1,1,1,1,1
Offer_2054305183,1,1,0,1,1,1,1,1
Offer_1890977537,1,1,0,1,1,1,1,1
Offer_1879014334,1,1,0,1,1,1,1,1
Offer_1700316645,1,1,0,1,1,1,1,1
Offer_1889351795,1,1,0,0,1,1,1,0
Offer_837211207,1,1,0,0,1,1,1,0
Offer_1519898325,1,1,0,0,1,1,1,0
Offer_744566574,1,1,0,0,1,1,1,0
Offer_521006338,1,1,0,0,1,1,1,0
Offer_112389895,1,1,0,1,1,1,1,1
Offer_245653153,1,1,0,1,1,1,1,1
Offer_1724063791,1,1,0,1,1,1,1,1
Offer_1210230952,1,1,0,1,1,1,1,1
Offer_1854938611,1,1,0,0,1,1,1,0
Offer_1508989769,1,1,0,0,1,1,1,0
Offer_733418641,1,1,0,0,1,1,1,0
Offer_544048371,1,1,0,0,1,1,1,0
Offer_1179903951,1,1,0,0,1,1,1,0
Offer_990346100,1,1,0,1,1,1,1,1
Offer_1304137273,1,1,0,1,1,1,1,1
Offer_507911227,1,1,0,1,1,1,1,1
Offer_406281195,1,1,0,1,1,1,1,1
Offer_956487845,1,1,0,1,1,1,1,1
Offer_8247417,1,1,0,1,1,1,1,1
Offer_223027937,1,1,0,1,1,1,1,1
Offer_1701857272,1,1,0,1,1,1,1,1
Offer_1352421086,1,1,0,1,1,1,1,1
Offer_215153131,1,1,0,1,1,1,1,1
Offer_2040623888,1,1,0,1,1,1,1,1
Offer_433665223,1,1,0,1,1,1,1,1
Offer_109329257,1,1,0,0,1,1,1,0
Offer_1108713166,1,1,0,0,1,1,1,0
Offer_1298090938,1,1,0,0,1,1,1,0
Offer_459729525,1,1,0,0,1,1,1,0
Offer_649139369,1,1,0,0,1,1,1,0
Offer_28498381,1,1,0,0,1,1,1,0
Offer_321251909,1,1,0,0,1,1,1,0
Offer_1667231312,1,1,0,0,1,1,1,0
Offer_97893357,1,1,0,0,1,1,1,0
Offer_965956998,1,1,0,0,1,1,1,0
Offer_1180697605,1,1,0,1,1,1,1,1
Offer_1871570450,1,1,0,1,1,1,1,1
Offer_1521943896,1,1,0,1,1,1,1,1
Offer_1124623742,1,1,0,1,1,1,1,1
Offer_210743643,1,1,0,0,1,1,1,0
Offer_492482051,1,1,0,0,1,1,1,0
Offer_1178993320,1,1,0,0,1,1,1,0
Offer_2061954714,1,1,0,0,1,1,1,0
Offer_2043348015,1,1,0,0,1,1,1,0
Offer_1872467981,1,1,0,0,1,1,1,0
Offer_1681068438,1,1,0,0,1,1,1,0
Offer_1726382962,1,1,0,0,1,1,1,0
Offer_1708905969,1,1,0,0,1,1,1,0
Offer_1493950251,1,1,0,0,1,1,1,0
Offer_104931315,1,1,0,0,1,1,1,0
Offer_84563006,1,1,0,0,1,1,1,0
Offer_1702896497,1,1,0,0,1,1,1,0
Offer_1487873180,1,1,0,0,1,1,1,0
Offer_986409958,1,1,0,0,1,1,1,0
Offer_771608527,1,1,0,0,1,1,1,0
Offer_1674081433,1,1,0,0,1,1,1,0
Offer_987590759,1,1,0,0,1,1,1,0
Offer_396747976,1,1,0,0,1,1,1,0
Offer_1346860689,1,1,0,0,1,1,1,0
Offer_15947112,1,1,0,0,1,1,1,0
Offer_365483387,1,1,0,0,1,1,1,0
Offer_462384198,1,1,0,0,1,1,1,0
Offer_674800009,1,1,0,0,1,1,1,0
Offer_1678260336,1,1,0,0,1,1,1,0
Offer_1901429675,1,1,0,0,1,1,1,0
Offer_980630180,1,1,0,0,1,1,1,0
Offer_1330163740,1,1,0,0,1,1,1,0
Offer_1339174312,1,1,0,0,1,1,1,0
Offer_1015250249,1,1,0,0,1,1,1,0
Offer_1988088535,1,1,0,0,1,1,1,0
Offer_1663652078,1,1,0,0,1,1,1,0
Offer_246430219,1,1,0,0,1,1,1,0
Offer_1472784824,1,1,0,0,1,1,1,0
Offer_1883838837,1,1,0,0,1,1,1,0
Offer_1660730722,1,1,0,0,1,1,1,0
Offer_1334852773,1,1,0,0,1,1,1,0
Offer_902884437,1,1,0,0,1,1,1,0
Offer_1983618393,1,1,0,0,1,1,1,0
Offer_1128105604,1,1,0,0,1,1,1,0
Offer_2060668188,1,1,0,0,1,1,1,0
Offer_1876221861,1,1,0,0,1,1,1,0
Offer_1693991915,1,1,0,0,1,1,1,0
Offer_1875212857,1,1,0,0,1,1,1,0
Offer_1064669486,1,1,0,1,1,1,1,1
Offer_1226872556,1,1,0,1,1,1,1,1
Offer_179401360,1,1,0,1,1,1,1,1
Offer_495550592,1,1,0,1,1,1,1,1
Offer_199613974,1,1,0,1,1,1,1,1
Offer_18809540,1,1,0,1,1,1,1,1
Offer_1694107320,1,1,0,1,1,1,1,1
Offer_1197744620,1,1,0,1,1,1,1,1
Offer_2124102614,1,1,0,0,1,1,1,0
Offer_1235324411,1,1,0,0,1,1,1,0
Offer_179550691,1,1,0,0,1,1,1,0
Offer_503714710,1,1,0,0,1,1,1,0
Offer_1203119055,1,1,0,0,1,1,1,0
Offer_177099590,1,1,0,0,1,1,1,0
Offer_1040577350,1,1,0,0,1,1,1,0
Offer_202020284,1,1,0,0,1,1,1,0
Offer_661466524,1,1,0,0,1,1,1,0
Offer_545795470,1,1,0,0,1,1,1,0
Offer_897270031,1,1,0,0,1,1,1,0
Offer_1984441774,1,1,0,0,1,1,1,0
Offer_1659986161,1,1,0,0,1,1,1,0
Offer_182746203,1,1,0,0,1,1,1,0
Offer_2054368252,1,1,0,0,1,1,1,0
Offer_667125676,1,1,0,0,1,1,1,0
Offer_542355254,1,1,0,0,1,1,1,0
Offer_891749912,1,1,0,0,1,1,1,0
Offer_192940070,1,1,0,0,1,1,1,0
Offer_5272053,1,1,0,0,1,1,1,0
Offer_892389030,1,1,0,0,1,1,1,0
Offer_1982150940,1,1,0,0,1,1,1,0
Offer_193854247,1,1,0,0,1,1,1,0
Offer_979692435,1,1,0,0,1,1,1,0
Offer_1194124683,1,1,0,0,1,1,1,0
Offer_1588499571,1,1,0,0,1,1,1,0
Offer_1238756696,1,1,0,0,1,1,1,0
Offer_1097877860,1,1,0,0,1,1,1,0
Offer_776646680,1,1,0,0,1,1,1,0
Offer_718600495,1,1,0,0,1,1,1,0
Offer_866512805,1,1,0,0,1,1,1,0
Offer_2068087498,1,1,0,0,1,1,1,0
Offer_2037226395,1,1,0,0,1,1,1,0
Offer_1574429971,1,1,0,0,1,1,1,0
Offer_1393333399,1,1,0,0,1,1,1,0
Offer_1715428613,1,1,0,1,1,1,1,1
Offer_2006228385,1,1,0,1,1,1,1,1
Offer_1071342815,1,1,0,1,1,1,1,1
Offer_1357796305,1,1,0,1,1,1,1,1
Offer_1719535554,1,1,0,0,1,1,1,0
Offer_1496314077,1,1,0,0,1,1,1,0
Offer_211671805,1,1,0,0,1,1,1,0
Offer_146816538,1,1,0,0,1,1,1,0
Offer_1720320539,1,1,0,0,1,1,1,0
Offer_528525609,1,1,0,0,1,1,1,0
Offer_2144953055,1,1,0,0,1,1,1,0
Offer_1362345238,1,1,0,0,1,1,1,0
Offer_1714614209,1,1,0,0,1,1,1,0
Offer_1491315374,1,1,0,0,1,1,1,0
Offer_1285352727,1,1,0,1,1,1,1,1
Offer_1061855578,1,1,0,1,1,1,1,1
Offer_1682612557,1,1,0,1,1,1,1,1
Offer_987569973,1,1,0,1,1,1,1,1
Offer_174397826,1,1,0,0,1,1,1,0
Offer_1636127685,1,1,0,0,1,1,1,0
Offer_554089499,1,1,0,0,1,1,1,0
Offer_734823825,1,1,0,0,1,1,1,0
Offer_1224146641,1,1,0,0,1,1,1,0
Offer_907962089,1,1,0,0,1,1,1,0
Offer_1674894890,1,1,0,0,1,1,1,0
Offer_1932077813,1,1,0,0,1,1,1,0
Offer_1244369530,1,1,0,0,1,1,1,0
Offer_1636206800,1,1,0,0,1,1,1,0
Offer_545795084,1,1,0,0,1,1,1,0
Offer_735271119,1,1,0,0,1,1,1,0
Offer_153396794,1,1,0,0,1,1,1,0
Offer_35981640,1,1,0,0,1,1,1,0
Offer_21962979,1,1,0,0,1,1,1,0
Offer_770787966,1,1,0,0,1,1,1,0
Offer_721292204,1,1,0,0,1,1,1,0
Offer_74950306,1,1,0,0,1,1,1,0
Offer_884965789,1,1,0,0,1,1,1,0
Offer_1099583906,1,1,0,1,1,1,1,1
Offer_1584273956,1,1,0,1,1,1,1,1
Offer_1394813327,1,1,0,1,1,1,1,1
Offer_1110330645,1,1,0,1,1,1,1,1
Offer_1527031255,1,1,0,0,1,1,1,0
Offer_1013463747,1,1,0,0,1,1,1,0
Offer_187214689,1,1,0,0,1,1,1,0
Offer_26895649,1,1,0,0,1,1,1,0
Offer_567279146,1,1,0,0,1,1,1,0
Offer_352353194,1,1,0,0,1,1,1,0
Offer_917998990,1,1,0,0,1,1,1,0
Offer_526185278,1,1,0,0,1,1,1,0
Offer_1036927083,1,1,0,0,1,1,1,0
Offer_1225157048,1,1,0,0,1,1,1,0
Offer_1685018028,1,1,0,0,1,1,1,0
Offer_1335253085,1,1,0,0,1,1,1,0
Offer_1961302934,1,1,0,0,1,1,1,0
Offer_2119180329,1,1,0,0,1,1,1,0
Offer_628927546,1,1,0,0,1,1,1,0
Offer_563086463,1,1,0,0,1,1,1,0
Offer_131981537,1,1,0,0,1,1,1,0
Offer_1768756495,1,1,0,0,1,1,1,0
Offer_1409798309,1,1,0,0,1,1,1,0
Offer_1322112221,1,1,0,0,1,1,1,0
Offer_964088345,1,1,0,1,1,1,1,1
Offer_1700522677,1,1,0,1,1,1,1,1
Offer_870501699,1,1,0,1,1,1,1,1
Offer_1502307832,1,1,0,1,1,1,1,1
Offer_1837762978,1,1,0,1,1,1,1,1
Offer_1521922352,1,1,0,1,1,1,1,1
Offer_1204505823,1,1,0,1,1,1,1,1
Offer_1756140161,1,1,0,1,1,1,1,1
Offer_260811638,1,1,0,0,1,1,1,0
Offer_1326497274,1,1,0,0,1,1,1,0
Offer_1584463169,1,1,0,0,1,1,1,0
Offer_1780062334,1,1,0,0,1,1,1,0
Offer_1455751069,1,1,0,0,1,1,1,0
Offer_2085045056,1,1,0,1,1,1,1,1
Offer_1920036714,1,1,0,1,1,1,1,1
Offer_1452337364,1,1,0,1,1,1,1,1
Offer_661090068,1,1,0,1,1,1,1,1
Offer_1886931244,1,1,0,1,1,1,1,1
Offer_1165804157,1,1,0,1,1,1,1,1
Offer_632998785,1,1,0,1,1,1,1,1
Offer_421270143,1,1,0,1,1,1,1,1
Offer_912208149,1,1,0,0,1,1,1,0
Offer_1517972554,1,1,0,0,1,1,1,0
Offer_1386883624,1,1,0,0,1,1,1,0
Offer_341084044,1,1,0,0,1,1,1,0
Offer_16593653,1,1,0,0,1,1,1,0
Offer_703528900,1,1,0,1,1,1,1,1
Offer_345371028,1,1,0,1,1,1,1,1
Offer_807230557,1,1,0,1,1,1,1,1
Offer_558709366,1,1,0,1,1,1,1,1
Offer_633547133,1,1,0,0,1,1,1,0
Offer_1274771090,1,1,0,0,1,1,1,0
Offer_48595131,1,1,0,0,1,1,1,0
Offer_266931477,1,1,0,0,1,1,1,0
Offer_1824571966,1,1,0,0,1,1,1,0
Offer_2112447889,1,1,0,1,1,1,1,1
Offer_344907513,1,1,0,1,1,1,1,1
Offer_1518044636,1,1,0,1,1,1,1,1
Offer_707144518,1,1,0,1,1,1,1,1
Offer_122754966,1,1,0,1,1,1,1,1
Offer_1053631984,1,1,0,1,1,1,1,1
Offer_737488274,1,1,0,1,1,1,1,1
Offer_694194929,1,1,0,1,1,1,1,1
Offer_378202708,1,1,0,1,1,1,1,1
Offer_586688693,1,1,0,1,1,1,1,1
Offer_742317056,1,1,0,1,1,1,1,1
Offer_1822163181,1,1,0,1,1,1,1,1
Offer_379247560,1,1,0,1,1,1,1,1
Offer_1695722381,1,1,0,1,1,1,1,1
Offer_1516082914,1,1,0,1,1,1,1,1
Offer_1072802420,1,1,0,1,1,1,1,1
Offer_1388871165,1,1,0,1,1,1,1,1
Offer_532085642,1,1,0,1,1,1,1,1
Offer_289488379,1,1,0,1,1,1,1,1
Offer_1179966599,1,1,0,1,1,1,1,1
Offer_359456516,1,1,0,1,1,1,1,1
