,caseid,activity,ts,resource,outcome
8757,Offer_1767453320,O_Created,2016/01/25 19:40:10.780,User_3,False
8758,Offer_1767453320,O_Sent (mail and online),2016/01/25 19:40:29.767,User_3,False
8759,Offer_1767453320,O_Cancelled,2016/02/25 16:00:39.633,User_1,False
8760,Offer_94555164,O_Create Offer,2016/01/25 19:42:07.905,User_12,True
8761,Offer_94555164,O_Created,2016/01/25 19:42:09.305,User_12,True
8762,Offer_94555164,O_Sent (mail and online),2016/01/25 19:42:22.091,User_12,True
8763,Offer_94555164,O_Cancelled,2016/02/02 22:08:29.806,User_7,True
8764,Offer_271980667,O_Create Offer,2016/01/25 19:42:12.557,User_19,True
8765,Offer_271980667,O_Created,2016/01/25 19:42:13.967,User_19,True
8766,Offer_271980667,O_Sent (mail and online),2016/01/25 19:44:13.844,User_19,True
8767,Offer_271980667,O_Cancelled,2016/02/25 16:00:43.813,User_1,True
8768,Offer_1346791293,O_Create Offer,2016/01/25 20:02:48.075,User_47,False
8769,Offer_1346791293,O_Created,2016/01/25 20:02:49.361,User_47,False
8770,Offer_1346791293,O_Sent (mail and online),2016/01/25 20:04:32.873,User_47,False
8771,Offer_1346791293,O_Returned,2016/02/03 22:22:54.365,User_113,False
8772,Offer_1346791293,O_Accepted,2016/02/04 20:08:40.258,User_30,False
8773,Offer_443585909,O_Create Offer,2016/01/25 20:03:44.712,User_3,True
8774,Offer_443585909,O_Created,2016/01/25 20:03:46.069,User_3,True
8775,Offer_443585909,O_Sent (mail and online),2016/01/25 20:03:58.585,User_3,True
8776,Offer_443585909,O_Cancelled,2016/02/25 16:00:20.882,User_1,True
8777,Offer_629797690,O_Create Offer,2016/01/25 20:10:24.131,User_25,True
8778,Offer_629797690,O_Created,2016/01/25 20:10:25.430,User_25,True
8779,Offer_629797690,O_Cancelled,2016/01/25 22:38:27.748,User_25,True
8780,Offer_1131087379,O_Create Offer,2016/01/25 20:15:50.777,User_21,True
8781,Offer_1131087379,O_Created,2016/01/25 20:15:52.096,User_21,True
8782,Offer_1131087379,O_Sent (mail and online),2016/01/25 20:19:00.807,User_21,True
8783,Offer_1131087379,O_Cancelled,2016/01/29 23:15:24.868,User_68,True
8784,Offer_307849606,O_Create Offer,2016/01/25 20:16:21.602,User_21,True
8785,Offer_307849606,O_Created,2016/01/25 20:16:23.024,User_21,True
8786,Offer_307849606,O_Sent (mail and online),2016/01/25 20:19:00.804,User_21,True
8787,Offer_307849606,O_Returned,2016/01/29 19:36:28.143,User_116,True
8788,Offer_307849606,O_Accepted,2016/01/29 23:15:24.829,User_68,True
8789,Offer_269212299,O_Create Offer,2016/01/25 20:32:21.109,User_49,True
8790,Offer_269212299,O_Created,2016/01/25 20:32:22.310,User_49,True
8791,Offer_269212299,O_Cancelled,2016/01/25 20:34:08.750,User_49,True
8792,Offer_1197639245,O_Create Offer,2016/01/25 20:38:09.407,User_49,True
8793,Offer_1197639245,O_Created,2016/01/25 20:38:10.774,User_49,True
8794,Offer_1197639245,O_Sent (mail and online),2016/01/25 20:38:25.770,User_49,True
8795,Offer_1197639245,O_Cancelled,2016/02/22 17:40:41.264,User_118,True
8796,Offer_632911265,O_Create Offer,2016/01/25 20:38:20.137,User_21,True
8797,Offer_632911265,O_Created,2016/01/25 20:38:21.524,User_21,True
8798,Offer_632911265,O_Sent (mail and online),2016/01/25 20:38:33.203,User_21,True
8799,Offer_632911265,O_Cancelled,2016/02/08 23:36:10.182,User_13,True
8800,Offer_566192394,O_Create Offer,2016/01/25 20:46:06.671,User_22,True
8801,Offer_566192394,O_Created,2016/01/25 20:46:07.938,User_22,True
8802,Offer_566192394,O_Sent (mail and online),2016/01/25 20:46:25.470,User_22,True
8803,Offer_566192394,O_Returned,2016/02/02 18:22:12.270,User_116,True
8804,Offer_566192394,O_Accepted,2016/02/02 20:14:05.399,User_115,True
8805,Offer_1008693146,O_Create Offer,2016/01/25 20:49:39.440,User_3,True
8806,Offer_1008693146,O_Created,2016/01/25 20:49:40.770,User_3,True
8807,Offer_1008693146,O_Sent (mail and online),2016/01/25 20:50:22.218,User_3,True
8808,Offer_1008693146,O_Cancelled,2016/03/03 16:01:13.402,User_1,True
8809,Offer_2091292185,O_Create Offer,2016/01/25 20:50:06.451,User_3,True
8810,Offer_2091292185,O_Created,2016/01/25 20:50:07.949,User_3,True
8811,Offer_2091292185,O_Sent (mail and online),2016/01/25 20:50:22.216,User_3,True
8812,Offer_2091292185,O_Cancelled,2016/03/03 16:01:13.390,User_1,True
8813,Offer_1895990413,O_Create Offer,2016/01/25 20:50:09.300,User_36,True
8814,Offer_1895990413,O_Created,2016/01/25 20:50:10.546,User_36,True
8815,Offer_1895990413,O_Sent (mail and online),2016/01/25 20:50:23.072,User_36,True
8816,Offer_1895990413,O_Returned,2016/02/04 17:52:03.360,User_112,True
8817,Offer_1895990413,O_Accepted,2016/02/09 23:07:29.576,User_29,True
8818,Offer_1385997898,O_Create Offer,2016/01/25 20:50:47.876,User_16,False
8819,Offer_1385997898,O_Created,2016/01/25 20:50:49.288,User_16,False
8820,Offer_1385997898,O_Sent (mail and online),2016/01/25 20:51:41.662,User_16,False
8821,Offer_1385997898,O_Returned,2016/02/02 18:04:45.210,User_114,False
8822,Offer_1385997898,O_Cancelled,2016/02/19 19:48:33.436,User_9,False
8823,Offer_412968681,O_Create Offer,2016/01/25 20:58:52.457,User_3,True
8824,Offer_412968681,O_Created,2016/01/25 20:58:53.663,User_3,True
8825,Offer_412968681,O_Sent (mail and online),2016/01/25 20:59:34.553,User_3,True
8826,Offer_412968681,O_Returned,2016/02/02 19:45:13.779,User_112,True
8827,Offer_412968681,O_Accepted,2016/02/04 19:38:41.909,User_115,True
8828,Offer_669990742,O_Create Offer,2016/01/25 20:59:09.238,User_3,True
8829,Offer_669990742,O_Created,2016/01/25 20:59:10.530,User_3,True
8830,Offer_669990742,O_Sent (mail and online),2016/01/25 20:59:34.550,User_3,True
8831,Offer_669990742,O_Cancelled,2016/02/04 19:38:41.949,User_115,True
8832,Offer_1702231419,O_Create Offer,2016/01/25 21:03:25.897,User_16,False
8833,Offer_1702231419,O_Created,2016/01/25 21:03:27.184,User_16,False
8834,Offer_1702231419,O_Sent (mail and online),2016/01/25 21:04:41.652,User_16,False
8835,Offer_1702231419,O_Cancelled,2016/02/17 01:26:52.417,User_118,False
8836,Offer_1645751428,O_Create Offer,2016/01/25 21:11:17.852,User_31,True
8837,Offer_1645751428,O_Created,2016/01/25 21:11:19.313,User_31,True
8838,Offer_1645751428,O_Sent (mail and online),2016/01/25 21:13:16.245,User_31,True
8839,Offer_1645751428,O_Cancelled,2016/02/25 16:00:18.386,User_1,True
8840,Offer_993469235,O_Create Offer,2016/01/25 21:23:34.161,User_27,True
8841,Offer_993469235,O_Created,2016/01/25 21:23:35.362,User_27,True
8842,Offer_993469235,O_Sent (mail and online),2016/01/25 21:24:35.462,User_27,True
8843,Offer_993469235,O_Cancelled,2016/02/11 01:13:17.468,User_119,True
8844,Offer_2091654938,O_Create Offer,2016/01/25 21:24:07.127,User_27,True
8845,Offer_2091654938,O_Created,2016/01/25 21:24:08.445,User_27,True
8846,Offer_2091654938,O_Sent (mail and online),2016/01/25 21:24:35.460,User_27,True
8847,Offer_2091654938,O_Cancelled,2016/02/11 01:13:17.453,User_119,True
8848,Offer_1760413032,O_Create Offer,2016/01/25 21:28:18.664,User_19,True
8849,Offer_1760413032,O_Created,2016/01/25 21:28:19.968,User_19,True
8850,Offer_1760413032,O_Sent (mail and online),2016/01/25 21:29:29.538,User_19,True
8851,Offer_1760413032,O_Returned,2016/02/01 21:10:10.740,User_116,True
8852,Offer_1760413032,O_Accepted,2016/02/01 23:56:59.712,User_29,True
8853,Offer_2075618563,O_Create Offer,2016/01/25 21:33:10.865,User_49,False
8854,Offer_2075618563,O_Created,2016/01/25 21:33:12.139,User_49,False
8855,Offer_2075618563,O_Sent (mail and online),2016/01/25 21:35:03.855,User_49,False
8856,Offer_2075618563,O_Refused,2016/02/06 00:01:36.275,User_100,False
8857,Offer_1592119314,O_Create Offer,2016/01/25 21:33:40.950,User_49,False
8858,Offer_1592119314,O_Created,2016/01/25 21:33:42.267,User_49,False
8859,Offer_1592119314,O_Sent (mail and online),2016/01/25 21:35:03.853,User_49,False
8860,Offer_1592119314,O_Returned,2016/02/04 17:48:53.608,User_113,False
8861,Offer_1592119314,O_Refused,2016/02/06 00:01:36.267,User_100,False
8862,Offer_508954812,O_Create Offer,2016/01/25 21:35:47.963,User_5,True
8863,Offer_508954812,O_Created,2016/01/25 21:35:49.204,User_5,True
8864,Offer_508954812,O_Sent (mail and online),2016/01/25 21:36:10.631,User_5,True
8865,Offer_508954812,O_Returned,2016/02/03 21:45:11.562,User_113,True
8866,Offer_508954812,O_Accepted,2016/02/04 19:54:41.254,User_119,True
8867,Offer_1717461379,O_Create Offer,2016/01/25 21:44:31.038,User_27,True
8868,Offer_1717461379,O_Created,2016/01/25 21:44:32.335,User_27,True
8869,Offer_1717461379,O_Sent (mail and online),2016/01/25 21:45:02.082,User_27,True
8870,Offer_1717461379,O_Cancelled,2016/02/03 19:00:55.047,User_36,True
8871,Offer_1495053718,O_Create Offer,2016/01/25 21:44:48.621,User_18,True
8872,Offer_1495053718,O_Created,2016/01/25 21:44:49.850,User_18,True
8873,Offer_1495053718,O_Sent (mail and online),2016/01/25 21:45:00.763,User_18,True
8874,Offer_1495053718,O_Returned,2016/02/02 18:49:27.440,User_116,True
8875,Offer_1495053718,O_Accepted,2016/02/04 17:03:28.388,User_95,True
8876,Offer_732569450,O_Create Offer,2016/01/25 21:47:08.249,User_27,True
8877,Offer_732569450,O_Created,2016/01/25 21:47:09.830,User_27,True
8878,Offer_732569450,O_Sent (mail and online),2016/01/25 21:47:23.744,User_27,True
8879,Offer_732569450,O_Cancelled,2016/02/03 19:00:55.025,User_36,True
8880,Offer_484580784,O_Create Offer,2016/01/25 21:48:56.386,User_25,False
8881,Offer_484580784,O_Created,2016/01/25 21:48:57.756,User_25,False
8882,Offer_484580784,O_Sent (mail and online),2016/01/25 21:49:34.723,User_25,False
8883,Offer_484580784,O_Returned,2016/01/29 18:37:02.406,User_116,False
8884,Offer_484580784,O_Accepted,2016/02/05 00:58:04.236,User_29,False
8885,Offer_303413505,O_Create Offer,2016/01/25 21:54:51.671,User_8,True
8886,Offer_303413505,O_Created,2016/01/25 21:54:52.983,User_8,True
8887,Offer_303413505,O_Sent (mail and online),2016/01/25 22:04:33.440,User_8,True
8888,Offer_303413505,O_Returned,2016/02/02 16:53:04.624,User_118,True
8889,Offer_303413505,O_Accepted,2016/02/02 23:34:45.082,User_99,True
8890,Offer_2069218134,O_Create Offer,2016/01/25 22:05:55.337,User_99,True
8891,Offer_2069218134,O_Created,2016/01/25 22:05:57.003,User_99,True
8892,Offer_2069218134,O_Sent (online only),2016/01/25 22:06:16.710,User_99,True
8893,Offer_2069218134,O_Returned,2016/01/27 00:12:01.389,User_114,True
8894,Offer_2069218134,O_Accepted,2016/01/27 00:57:03.093,User_99,True
8895,Offer_1492822945,O_Create Offer,2016/01/25 22:11:11.213,User_27,True
8896,Offer_1492822945,O_Created,2016/01/25 22:11:12.442,User_27,True
8897,Offer_1492822945,O_Sent (mail and online),2016/01/25 22:11:29.243,User_27,True
8898,Offer_1492822945,O_Returned,2016/02/03 17:10:52.452,User_116,True
8899,Offer_1492822945,O_Accepted,2016/02/03 20:03:52.744,User_115,True
8900,Offer_1593872212,O_Create Offer,2016/01/25 22:12:22.981,User_49,False
8901,Offer_1593872212,O_Created,2016/01/25 22:12:24.191,User_49,False
8902,Offer_1593872212,O_Sent (mail and online),2016/01/25 22:12:36.792,User_49,False
8903,Offer_1593872212,O_Cancelled,2016/01/25 23:48:29.937,User_25,False
8904,Offer_1719593229,O_Create Offer,2016/01/25 22:15:51.223,User_3,True
8905,Offer_1719593229,O_Created,2016/01/25 22:15:52.632,User_3,True
8906,Offer_1719593229,O_Sent (mail and online),2016/01/25 22:16:05.569,User_3,True
8907,Offer_1719593229,O_Returned,2016/02/02 17:51:40.739,User_114,True
8908,Offer_1719593229,O_Accepted,2016/02/03 23:10:57.845,User_115,True
8909,Offer_1501237354,O_Create Offer,2016/01/25 22:16:42.786,User_36,True
8910,Offer_1501237354,O_Created,2016/01/25 22:16:43.956,User_36,True
8911,Offer_1501237354,O_Sent (mail and online),2016/01/25 22:16:55.468,User_36,True
8912,Offer_1501237354,O_Returned,2016/02/01 19:57:12.606,User_112,True
8913,Offer_1501237354,O_Accepted,2016/02/22 17:29:51.789,User_118,True
8914,Offer_1943285703,O_Create Offer,2016/01/25 22:20:55.494,User_8,False
8915,Offer_1943285703,O_Created,2016/01/25 22:20:56.673,User_8,False
8916,Offer_1943285703,O_Sent (mail and online),2016/01/25 22:23:03.575,User_8,False
8917,Offer_1943285703,O_Refused,2016/02/03 16:21:23.672,User_30,False
8918,Offer_869123648,O_Create Offer,2016/01/25 22:21:10.860,User_16,True
8919,Offer_869123648,O_Created,2016/01/25 22:21:12.453,User_16,True
8920,Offer_869123648,O_Sent (mail and online),2016/01/25 22:22:22.792,User_16,True
8921,Offer_869123648,O_Returned,2016/02/03 19:06:00.677,User_113,True
8922,Offer_869123648,O_Accepted,2016/02/04 18:01:53.234,User_115,True
8923,Offer_637354415,O_Create Offer,2016/01/25 22:22:02.813,User_18,True
8924,Offer_637354415,O_Created,2016/01/25 22:22:04.149,User_18,True
8925,Offer_637354415,O_Sent (mail and online),2016/01/25 22:23:27.107,User_18,True
8926,Offer_637354415,O_Cancelled,2016/02/22 15:56:35.262,User_118,True
8927,Offer_1460078198,O_Create Offer,2016/01/25 22:24:34.130,User_25,True
8928,Offer_1460078198,O_Created,2016/01/25 22:24:35.389,User_25,True
8929,Offer_1460078198,O_Sent (mail and online),2016/01/25 22:24:49.419,User_25,True
8930,Offer_1460078198,O_Cancelled,2016/02/25 16:00:26.957,User_1,True
8931,Offer_689228686,O_Create Offer,2016/01/25 22:25:28.437,User_3,True
8932,Offer_689228686,O_Created,2016/01/25 22:25:29.863,User_3,True
8933,Offer_689228686,O_Sent (mail and online),2016/01/25 22:26:02.027,User_3,True
8934,Offer_689228686,O_Cancelled,2016/02/29 16:00:32.148,User_1,True
8935,Offer_95885050,O_Create Offer,2016/01/25 22:25:44.851,User_3,True
8936,Offer_95885050,O_Created,2016/01/25 22:25:46.262,User_3,True
8937,Offer_95885050,O_Sent (mail and online),2016/01/25 22:26:02.025,User_3,True
8938,Offer_95885050,O_Cancelled,2016/02/29 16:00:32.140,User_1,True
8939,Offer_1137109808,O_Create Offer,2016/01/25 22:30:17.393,User_27,True
8940,Offer_1137109808,O_Created,2016/01/25 22:30:18.641,User_27,True
8941,Offer_1137109808,O_Sent (mail and online),2016/01/25 22:30:37.082,User_27,True
8942,Offer_1137109808,O_Returned,2016/01/29 19:33:25.714,User_114,True
8943,Offer_1137109808,O_Accepted,2016/02/01 18:51:38.475,User_90,True
8944,Offer_266065440,O_Create Offer,2016/01/25 22:35:05.867,User_16,False
8945,Offer_266065440,O_Created,2016/01/25 22:35:07.182,User_16,False
8946,Offer_266065440,O_Sent (mail and online),2016/01/25 22:36:00.081,User_16,False
8947,Offer_266065440,O_Cancelled,2016/02/29 16:01:46.346,User_1,False
8948,Offer_445856256,O_Create Offer,2016/01/25 22:37:35.364,User_19,True
8949,Offer_445856256,O_Created,2016/01/25 22:37:36.682,User_19,True
8950,Offer_445856256,O_Sent (mail and online),2016/01/25 22:39:01.813,User_19,True
8951,Offer_445856256,O_Returned,2016/02/03 22:00:58.948,User_116,True
8952,Offer_445856256,O_Cancelled,2016/02/05 23:56:54.210,User_113,True
8953,Offer_628470492,O_Create Offer,2016/01/25 22:42:26.388,User_31,True
8954,Offer_628470492,O_Created,2016/01/25 22:42:27.826,User_31,True
8955,Offer_628470492,O_Sent (mail and online),2016/01/25 22:44:35.369,User_31,True
8956,Offer_628470492,O_Cancelled,2016/02/29 16:02:42.893,User_1,True
8957,Offer_1130434800,O_Create Offer,2016/01/25 22:43:40.303,User_27,False
8958,Offer_1130434800,O_Created,2016/01/25 22:43:41.527,User_27,False
8959,Offer_1130434800,O_Sent (mail and online),2016/01/25 22:43:55.425,User_27,False
8960,Offer_1130434800,O_Returned,2016/01/29 19:20:03.362,User_114,False
8961,Offer_1130434800,O_Cancelled,2016/03/01 18:57:51.885,User_87,False
8962,Offer_1460929996,O_Create Offer,2016/01/25 22:43:42.363,User_25,True
8963,Offer_1460929996,O_Created,2016/01/25 22:43:44.272,User_25,True
8964,Offer_1460929996,O_Sent (mail and online),2016/01/25 22:45:56.619,User_25,True
8965,Offer_1460929996,O_Returned,2016/02/01 21:43:50.688,User_116,True
8966,Offer_1460929996,O_Accepted,2016/02/03 21:12:50.793,User_30,True
8967,Offer_1911777901,O_Create Offer,2016/01/25 22:45:35.545,User_16,False
8968,Offer_1911777901,O_Created,2016/01/25 22:45:36.829,User_16,False
8969,Offer_1911777901,O_Sent (mail and online),2016/01/25 22:46:22.186,User_16,False
8970,Offer_1911777901,O_Returned,2016/01/29 18:11:16.269,User_120,False
8971,Offer_1911777901,O_Accepted,2016/02/22 21:34:29.056,User_118,False
8972,Offer_828860112,O_Create Offer,2016/01/25 22:52:01.133,User_6,False
8973,Offer_828860112,O_Created,2016/01/25 22:52:02.426,User_6,False
8974,Offer_828860112,O_Sent (mail and online),2016/01/25 22:53:24.237,User_6,False
8975,Offer_828860112,O_Cancelled,2016/02/25 16:00:29.928,User_1,False
8976,Offer_1144872009,O_Create Offer,2016/01/25 22:53:04.150,User_6,False
8977,Offer_1144872009,O_Created,2016/01/25 22:53:05.605,User_6,False
8978,Offer_1144872009,O_Sent (mail and online),2016/01/25 22:53:24.235,User_6,False
8979,Offer_1144872009,O_Cancelled,2016/02/25 16:00:29.917,User_1,False
8980,Offer_509437383,O_Create Offer,2016/01/25 22:53:38.056,User_19,False
8981,Offer_509437383,O_Created,2016/01/25 22:53:40.074,User_19,False
8982,Offer_509437383,O_Sent (mail and online),2016/01/25 23:02:47.917,User_19,False
8983,Offer_509437383,O_Cancelled,2016/02/29 16:01:21.499,User_1,False
8984,Offer_512821499,O_Create Offer,2016/01/25 22:54:14.578,User_19,False
8985,Offer_512821499,O_Created,2016/01/25 22:54:15.957,User_19,False
8986,Offer_512821499,O_Sent (mail and online),2016/01/25 23:02:47.915,User_19,False
8987,Offer_512821499,O_Cancelled,2016/02/29 16:01:21.490,User_1,False
8988,Offer_1225486403,O_Create Offer,2016/01/25 22:55:24.564,User_36,False
8989,Offer_1225486403,O_Created,2016/01/25 22:55:26.108,User_36,False
8990,Offer_1225486403,O_Sent (mail and online),2016/01/25 22:55:38.425,User_36,False
8991,Offer_1225486403,O_Returned,2016/01/29 18:08:04.343,User_116,False
8992,Offer_1225486403,O_Accepted,2016/01/29 19:04:17.658,User_115,False
8993,Offer_867481875,O_Create Offer,2016/01/25 22:57:01.109,User_31,False
8994,Offer_867481875,O_Created,2016/01/25 22:57:03.132,User_31,False
8995,Offer_867481875,O_Sent (mail and online),2016/01/25 22:58:27.739,User_31,False
8996,Offer_867481875,O_Returned,2016/01/29 17:56:31.213,User_113,False
8997,Offer_867481875,O_Cancelled,2016/02/02 21:45:58.377,User_112,False
8998,Offer_305700014,O_Create Offer,2016/01/25 22:57:26.741,User_2,False
8999,Offer_305700014,O_Created,2016/01/25 22:57:28.564,User_2,False
9000,Offer_305700014,O_Sent (mail and online),2016/01/25 22:58:35.164,User_2,False
9001,Offer_305700014,O_Cancelled,2016/02/25 16:00:36.609,User_1,False
9002,Offer_414606847,O_Create Offer,2016/01/25 22:57:35.787,User_49,False
9003,Offer_414606847,O_Created,2016/01/25 22:57:36.988,User_49,False
9004,Offer_414606847,O_Sent (mail and online),2016/01/25 23:00:15.792,User_49,False
9005,Offer_414606847,O_Cancelled,2016/02/11 21:08:33.596,User_115,False
9006,Offer_667961720,O_Create Offer,2016/01/25 22:58:03.589,User_2,False
9007,Offer_667961720,O_Created,2016/01/25 22:58:05.006,User_2,False
9008,Offer_667961720,O_Sent (mail and online),2016/01/25 22:58:35.161,User_2,False
9009,Offer_667961720,O_Cancelled,2016/02/25 16:00:36.600,User_1,False
9010,Offer_487015964,O_Create Offer,2016/01/25 23:02:08.590,User_49,True
9011,Offer_487015964,O_Created,2016/01/25 23:02:10.464,User_49,True
9012,Offer_487015964,O_Sent (mail and online),2016/01/25 23:02:24.475,User_49,True
9013,Offer_487015964,O_Returned,2016/02/03 16:36:27.768,User_113,True
9014,Offer_487015964,O_Accepted,2016/02/11 21:08:33.570,User_115,True
9015,Offer_1570056517,O_Create Offer,2016/01/25 23:02:09.488,User_3,False
9016,Offer_1570056517,O_Created,2016/01/25 23:02:11.104,User_3,False
9017,Offer_1570056517,O_Sent (mail and online),2016/01/25 23:02:27.006,User_3,False
9018,Offer_1570056517,O_Cancelled,2016/02/04 18:04:14.400,User_2,False
9019,Offer_984434547,O_Create Offer,2016/01/25 23:05:07.248,User_27,True
9020,Offer_984434547,O_Created,2016/01/25 23:05:08.455,User_27,True
9021,Offer_984434547,O_Sent (mail and online),2016/01/25 23:05:24.026,User_27,True
9022,Offer_984434547,O_Cancelled,2016/02/29 16:02:23.427,User_1,True
9023,Offer_2093340185,O_Create Offer,2016/01/25 23:05:17.094,User_31,True
9024,Offer_2093340185,O_Created,2016/01/25 23:05:18.748,User_31,True
9025,Offer_2093340185,O_Sent (mail and online),2016/01/25 23:07:23.471,User_31,True
9026,Offer_2093340185,O_Cancelled,2016/02/05 23:27:09.133,User_117,True
9027,Offer_1751066273,O_Create Offer,2016/01/25 23:08:33.786,User_16,False
9028,Offer_1751066273,O_Created,2016/01/25 23:08:34.994,User_16,False
9029,Offer_1751066273,O_Cancelled,2016/02/29 21:26:33.999,User_95,False
9030,Offer_512987910,O_Create Offer,2016/01/25 23:11:02.833,User_18,True
9031,Offer_512987910,O_Created,2016/01/25 23:11:04.249,User_18,True
9032,Offer_512987910,O_Sent (mail and online),2016/01/25 23:11:32.766,User_18,True
9033,Offer_512987910,O_Returned,2016/01/28 18:44:50.427,User_116,True
9034,Offer_512987910,O_Cancelled,2016/02/09 22:25:56.520,User_117,True
9035,Offer_249308857,O_Create Offer,2016/01/25 23:17:13.731,User_25,True
9036,Offer_249308857,O_Created,2016/01/25 23:17:14.939,User_25,True
9037,Offer_249308857,O_Sent (mail and online),2016/01/25 23:17:29.750,User_25,True
9038,Offer_249308857,O_Returned,2016/02/03 19:06:41.806,User_116,True
9039,Offer_249308857,O_Accepted,2016/02/03 23:13:30.757,User_115,True
9040,Offer_1229180033,O_Create Offer,2016/01/25 23:26:55.885,User_19,True
9041,Offer_1229180033,O_Created,2016/01/25 23:26:57.128,User_19,True
9042,Offer_1229180033,O_Sent (mail and online),2016/01/25 23:28:03.423,User_19,True
9043,Offer_1229180033,O_Cancelled,2016/02/29 16:01:25.491,User_1,True
9044,Offer_332171413,O_Create Offer,2016/01/25 23:40:04.618,User_16,False
9045,Offer_332171413,O_Created,2016/01/25 23:40:06.331,User_16,False
9046,Offer_332171413,O_Sent (mail and online),2016/01/25 23:40:18.452,User_16,False
9047,Offer_332171413,O_Returned,2016/01/28 19:21:19.527,User_114,False
9048,Offer_332171413,O_Accepted,2016/02/01 23:29:26.996,User_30,False
9049,Offer_1405823652,O_Create Offer,2016/01/25 23:40:58.197,User_27,False
9050,Offer_1405823652,O_Created,2016/01/25 23:40:59.431,User_27,False
9051,Offer_1405823652,O_Sent (mail and online),2016/01/25 23:41:21.494,User_27,False
9052,Offer_1405823652,O_Cancelled,2016/02/25 16:00:32.640,User_1,False
9053,Offer_1047667107,O_Create Offer,2016/01/25 23:43:43.968,User_5,True
9054,Offer_1047667107,O_Created,2016/01/25 23:43:45.092,User_5,True
9055,Offer_1047667107,O_Sent (mail and online),2016/01/25 23:44:06.237,User_5,True
9056,Offer_1047667107,O_Cancelled,2016/02/25 16:00:19.577,User_1,True
9057,Offer_2122069235,O_Create Offer,2016/01/25 23:45:21.105,User_6,True
9058,Offer_2122069235,O_Created,2016/01/25 23:45:22.460,User_6,True
9059,Offer_2122069235,O_Sent (mail and online),2016/01/25 23:45:34.258,User_6,True
9060,Offer_2122069235,O_Cancelled,2016/02/25 16:00:13.779,User_1,True
9061,Offer_2126278672,O_Create Offer,2016/01/25 23:46:46.219,User_3,False
9062,Offer_2126278672,O_Created,2016/01/25 23:46:47.651,User_3,False
9063,Offer_2126278672,O_Sent (mail and online),2016/01/25 23:47:01.517,User_3,False
9064,Offer_2126278672,O_Cancelled,2016/02/29 16:02:16.429,User_1,False
9065,Offer_1944174418,O_Create Offer,2016/01/25 23:48:01.228,User_25,True
9066,Offer_1944174418,O_Created,2016/01/25 23:48:02.974,User_25,True
9067,Offer_1944174418,O_Sent (mail and online),2016/01/25 23:48:17.354,User_25,True
9068,Offer_1944174418,O_Cancelled,2016/02/25 16:00:33.584,User_1,True
9069,Offer_1451342685,O_Create Offer,2016/01/25 23:50:38.273,User_16,False
9070,Offer_1451342685,O_Created,2016/01/25 23:50:39.548,User_16,False
9071,Offer_1451342685,O_Sent (mail and online),2016/01/25 23:51:55.421,User_16,False
9072,Offer_1451342685,O_Cancelled,2016/02/25 16:00:17.272,User_1,False
9073,Offer_1904910385,O_Create Offer,2016/01/25 23:51:28.277,User_49,True
9074,Offer_1904910385,O_Created,2016/01/25 23:51:29.670,User_49,True
9075,Offer_1904910385,O_Sent (mail and online),2016/01/25 23:51:47.978,User_49,True
9076,Offer_1904910385,O_Returned,2016/01/29 17:05:34.473,User_117,True
9077,Offer_1904910385,O_Accepted,2016/02/03 19:35:24.935,User_90,True
9078,Offer_2128170549,O_Create Offer,2016/01/25 23:52:26.775,User_27,True
9079,Offer_2128170549,O_Created,2016/01/25 23:52:28.001,User_27,True
9080,Offer_2128170549,O_Sent (mail and online),2016/01/25 23:52:53.538,User_27,True
9081,Offer_2128170549,O_Returned,2016/01/29 17:28:03.196,User_120,True
9082,Offer_2128170549,O_Accepted,2016/02/02 19:42:25.105,User_75,True
9083,Offer_918515006,O_Create Offer,2016/01/25 23:52:40.164,User_36,False
9084,Offer_918515006,O_Created,2016/01/25 23:52:41.710,User_36,False
9085,Offer_918515006,O_Sent (mail and online),2016/01/25 23:52:52.444,User_36,False
9086,Offer_918515006,O_Returned,2016/02/09 19:58:19.683,User_117,False
9087,Offer_918515006,O_Refused,2016/02/13 00:20:53.841,User_99,False
9088,Offer_1546184897,O_Create Offer,2016/01/25 23:53:41.274,User_18,True
9089,Offer_1546184897,O_Created,2016/01/25 23:53:42.439,User_18,True
9090,Offer_1546184897,O_Sent (mail and online),2016/01/25 23:54:00.234,User_18,True
9091,Offer_1546184897,O_Cancelled,2016/01/26 21:48:57.549,User_2,True
9092,Offer_471802316,O_Create Offer,2016/01/26 00:02:25.322,User_16,True
9093,Offer_471802316,O_Created,2016/01/26 00:02:26.509,User_16,True
9094,Offer_471802316,O_Sent (mail and online),2016/01/26 00:02:36.570,User_16,True
9095,Offer_471802316,O_Returned,2016/02/03 22:30:00.918,User_118,True
9096,Offer_471802316,O_Accepted,2016/02/08 22:17:43.278,User_95,True
9097,Offer_695576398,O_Create Offer,2016/01/26 00:07:34.765,User_27,True
9098,Offer_695576398,O_Created,2016/01/26 00:07:36.052,User_27,True
9099,Offer_695576398,O_Sent (mail and online),2016/01/26 00:07:49.445,User_27,True
9100,Offer_695576398,O_Returned,2016/02/01 22:41:40.112,User_116,True
9101,Offer_695576398,O_Accepted,2016/02/03 00:45:28.391,User_99,True
9102,Offer_658115288,O_Create Offer,2016/01/26 00:12:50.418,User_2,True
9103,Offer_658115288,O_Created,2016/01/26 00:12:51.746,User_2,True
